,United States,United States OECD,Australia,Austria,Belgium,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Japan,Korea,Luxembourg,Mexico,Netherlands,New Zealand,Poland,Portugal,Slovak Republic,Spain,Sweden,Switzerland,Turkey,United Kingdom,Brazil,China (People's Republic of),Estonia,Indonesia,Slovenia,South Africa,OECD + Major Six NME,Major Five Asia,OECD - Europe,G7,OECD - Total,Euro area (19 countries),Israel,Russia
2009-12,0,98.26759,101.5984,100.1848,100.4071,99.95539,101.0785,101.5751,99.96466,99.7209,99.92577,98.5682,96.90939,100.5518,99.18312,102.5237,99.53734,97.24975,100.5535,100.7301,99.68342,99.6718,99.02291,99.00558,102.2222,99.84884,97.15431,100.0338,101.3638,97.99441,97.07512,100.0217,98.80783,100.857,98.97511,98.67858,99.5758,99.04591,99.13895,99.75498,100,98.67588
2010-01,0,98.42584,101.6304,100.2173,100.3103,99.82314,101.2475,101.8251,100.0035,99.66302,99.46275,98.65492,97.19483,100.3541,99.27731,102.3182,99.54407,97.42659,100.6511,100.6014,99.89169,99.6774,99.50724,99.09135,102.2105,100.0541,97.47107,100.1431,101.3,98.19581,97.21939,100.0117,98.94388,101.2015,99.12552,98.8,99.61797,99.14375,99.23409,99.71871,100,99.6338
2010-02,0,98.47978,101.5782,100.1855,100.2552,99.75643,101.3647,102.0566,99.89183,99.69656,98.99899,98.80279,97.46717,100.0656,99.44287,102.1165,99.69472,97.50979,100.5968,100.5216,100.1277,99.55003,100.0975,98.97837,102.4172,100.3283,98.11078,100.2226,101.2492,98.46126,97.4621,100.0336,98.99506,101.5442,99.25304,98.98489,99.65366,99.17877,99.28272,99.59232,100,100.4759
2010-03,0,98.47675,101.4354,100.0942,100.2871,99.74088,101.3757,102.0584,99.70587,99.82521,98.48428,99.06756,97.68899,99.87828,99.6198,102.0076,99.77085,97.6358,100.4321,100.5245,100.3099,99.32473,100.4054,98.77763,102.6274,100.8202,98.82546,100.1655,101.4014,98.86086,97.69383,100.0386,98.87434,101.7974,99.38136,99.25789,99.67871,99.18344,99.30762,99.45304,100,101.0328
2010-04,0,98.45676,101.1533,100.0579,100.3204,99.79032,101.379,101.8435,99.49773,99.90819,98.03804,99.41771,97.92841,99.73759,99.75961,101.986,99.35851,97.83994,100.181,100.6352,100.2918,99.07433,100.4497,98.61452,102.7625,101.4215,99.36728,99.99615,101.672,99.099,98.1288,100.0068,98.62736,101.8884,99.45062,99.42814,99.66331,99.15669,99.30496,99.30505,100,101.3432
2010-05,0,98.45551,100.7841,99.99341,100.274,99.80289,101.2841,101.61,99.3009,99.88614,97.65922,99.8076,98.15402,99.51316,99.84142,102.0431,99.11403,98.1398,100.0618,100.7775,100.1847,98.85514,100.3494,98.41332,102.7766,101.9636,99.73331,99.76123,101.95,99.30591,98.56905,99.95603,98.27492,101.8855,99.48767,99.57015,99.58889,99.11131,99.2839,99.1191,100,101.4073
2010-06,0,98.36247,100.6629,100.0435,100.3311,99.84826,101.2169,101.7292,99.18773,100.0696,97.46899,100.0892,98.36224,99.3434,99.87018,102.1189,99.33603,98.45997,100.0544,100.8502,100.0969,98.74764,100.2009,98.24234,102.8766,102.3056,99.9734,99.55026,102.1638,99.38095,99.04483,99.94059,98.03462,101.8649,99.4803,99.62569,99.58401,99.04233,99.25752,99.08017,100,101.1876
2010-07,0,98.08401,100.9803,100.2069,100.4697,99.72977,101.2837,102.0716,99.18018,100.4857,97.41425,100.2306,98.40162,99.19653,99.8224,102.0795,99.71141,98.69666,100.1145,100.7719,100.0948,98.62114,100.0431,98.216,102.9044,102.4813,100.0843,99.36632,102.2869,99.23647,99.4416,99.96973,97.68685,101.8712,99.39748,99.52808,99.65587,98.90717,99.19167,99.19537,100,100.8543
2010-08,0,97.91418,101.3048,100.3709,100.5862,99.48842,101.2701,102.4553,99.24251,100.8973,97.37463,100.3974,98.06482,99.07439,99.70012,101.9216,100.0903,98.90565,100.1569,100.5956,99.9314,98.43942,99.81205,98.35355,102.8408,102.5136,100.2527,99.23764,102.4345,98.8836,99.6963,100.0038,97.47272,101.8962,99.30489,99.28033,99.74227,98.8297,99.16044,99.3529,100,100.5915
2010-09,0,97.86446,101.3623,100.4639,100.6362,99.34411,101.2142,102.6429,99.28884,101.2142,97.17097,100.5246,97.48261,98.88705,99.57878,101.8109,100.0721,99.05135,100.1604,100.3755,99.76657,98.09592,99.55685,98.50132,102.7417,102.3948,100.5589,99.0042,102.5338,98.35152,99.83746,100.0096,97.70829,101.9146,99.1983,98.92586,99.77776,98.79317,99.14709,99.42598,100,100.5168
2010-10,0,97.96082,101.3094,100.4801,100.6854,99.29912,101.1299,102.4501,99.3768,101.4698,96.97495,100.6395,96.84386,98.77911,99.5639,101.8391,100.0841,99.03333,100.1611,100.1315,99.66567,97.58379,99.39922,98.54646,102.5535,102.2103,100.7661,98.79413,102.5766,97.87933,99.8313,100.026,98.26513,101.901,99.14364,98.64269,99.80074,98.85342,99.19038,99.47414,100,100.5298
2010-11,0,98.21252,101.0779,100.4094,100.72,99.37095,101.0426,102.0106,99.43532,101.7071,96.79116,100.6666,96.37757,98.8237,99.63655,101.9594,100.1337,99.05905,100.1189,99.85794,99.61848,97.31609,99.45922,98.5033,102.461,102.0404,101.0282,98.59483,102.6498,97.41795,100.0455,100.0668,98.5624,101.8538,99.13832,98.39505,99.83327,99.01276,99.3046,99.53062,100,100.4904
2010-12,0,98.4579,100.8261,100.3151,100.6673,99.38931,100.9184,101.4784,99.34232,101.8242,96.58846,100.5582,96.0747,98.89223,99.69586,101.8885,99.95033,99.22255,100.0818,99.53169,99.61345,97.34447,99.27625,98.4162,102.4356,101.9266,101.2215,98.39693,102.6333,97.00586,100.3815,100.1226,98.55306,101.7665,99.11259,98.16169,99.81262,99.14423,99.39166,99.51433,100,100.3096
2011-01,0,98.56381,100.5726,100.2642,100.5423,99.26088,100.8095,101.2403,99.21255,101.8604,96.5947,100.3772,96.0378,98.84798,99.62424,101.5456,99.85591,99.36311,100.2047,99.1495,99.67168,97.45213,99.08661,98.4027,102.4349,101.8245,101.4516,98.12859,102.6059,96.94063,100.7998,100.1781,98.35066,101.6332,99.09404,98.08701,99.77177,99.16684,99.39968,99.49226,100,100.0918
2011-02,0,98.51583,100.4481,100.2218,100.4727,98.96879,100.7068,101.1629,99.11409,101.8284,96.78709,100.1177,96.31702,98.76682,99.28333,100.9308,99.8745,99.37993,100.3269,98.81838,99.61278,97.54491,98.97903,98.45442,102.2502,101.6567,101.7453,97.96936,102.4862,97.38631,101.0513,100.1759,97.93516,101.4931,99.11184,98.24194,99.73744,99.07024,99.31296,99.47655,100,100.0058
2011-03,0,98.27755,100.351,100.184,100.3357,98.50599,100.6485,101.0199,99.03252,101.6954,96.9138,99.80185,96.81368,98.64112,98.64072,100.2234,99.90352,99.28496,100.356,98.71467,99.3952,97.46209,98.75482,98.45055,101.9337,101.3543,101.918,97.87352,102.2286,98.27768,100.9305,100.1315,97.76003,101.3959,99.13669,98.5932,99.656,98.82263,99.09764,99.38676,100.0347,100.1919
2011-04,0,98.22041,100.2711,100.1506,100.2599,98.18518,100.6481,100.6827,98.96935,101.5329,96.9028,99.58745,97.01775,98.47803,97.97293,99.99518,99.88684,99.17909,100.2985,98.992,99.16182,97.30302,98.67511,98.4704,101.6279,100.9638,102.0359,97.89483,102.0202,98.77803,100.4615,100.0982,97.80183,101.3737,99.14975,98.73418,99.57494,98.66564,98.96243,99.26491,100.1397,100.5373
2011-05,0,98.20506,100.0878,100.0918,100.2739,97.93201,100.6754,100.1123,98.97842,101.4637,96.79997,99.41602,96.96153,98.4081,97.76321,100.0482,99.9775,99.24789,100.1604,99.46188,99.16528,97.30028,98.75459,98.60211,101.3493,100.536,102.1888,98.13336,102.0088,98.96303,100.1194,100.0936,97.81129,101.3694,99.18539,98.80487,99.57887,98.62902,98.93608,99.22568,100.1935,100.9042
2011-06,0,97.90451,99.74935,100.0288,100.2152,97.8008,100.6754,99.28089,98.95802,101.4032,96.60428,99.25269,96.84887,98.45705,97.90717,99.99246,100.0559,99.5208,100.0042,99.89002,99.25746,97.31448,98.76368,98.71471,101.0098,100.103,102.3921,98.15132,102.1751,98.99848,99.98855,100.128,97.8026,101.3014,99.1479,98.85754,99.5643,98.49007,98.83756,99.19968,100.2255,101.1979
2011-07,0,97.3402,99.35712,99.85797,100.0924,97.80247,100.4837,98.51537,98.85267,101.195,96.46313,99.15627,96.79469,98.36063,98.19828,99.82194,100.0226,99.72243,99.79315,100.1002,99.36424,97.18668,98.78878,98.65154,100.3759,99.69236,102.2319,97.95963,102.3183,98.69781,99.73513,100.1727,97.68988,101.1097,98.94258,98.72948,99.41491,98.19305,98.59509,99.03239,100.1127,101.4144
2011-08,0,96.85853,99.2045,99.5547,99.92104,97.76995,100.2531,97.81695,98.64333,100.8581,96.424,99.07922,96.90422,98.16199,98.45997,99.55091,99.48981,99.66147,99.33488,100.1195,99.35349,96.94547,98.79668,98.42998,99.4435,99.34167,101.8446,97.66887,102.2519,98.22746,99.04047,100.211,97.54883,100.8662,98.66742,98.48337,99.14586,97.89532,98.3177,98.70953,99.92957,101.5532
2011-09,0,96.79282,99.37213,99.19148,99.80424,97.74631,100.0242,97.36224,98.48293,100.592,96.25187,98.87961,97.16058,97.968,98.69574,99.47188,98.69665,99.46195,98.84606,99.96877,99.35332,96.67849,98.51257,98.30453,98.71668,99.08994,101.5519,97.41605,102.1254,97.59225,98.29123,100.2566,97.45116,100.6716,98.46803,98.14479,98.91374,97.81712,98.20927,98.42463,99.92699,101.6077
2011-10,0,97.01942,99.58149,98.9479,99.78343,97.66289,99.62533,97.21897,98.37865,100.4381,95.9401,98.64321,97.54852,97.89261,98.85519,99.62294,98.04492,99.25132,98.48,99.64262,99.29799,96.5872,98.05174,98.33797,98.39955,98.90982,101.2236,97.25801,102.1544,96.92685,97.79556,100.2874,97.55511,100.6043,98.36256,97.78575,98.76594,97.90583,98.24023,98.26418,99.99538,101.6336
2011-11,0,97.45151,99.72487,98.87539,99.69006,97.38067,99.25177,97.27157,98.2318,100.445,95.7623,98.43529,97.54808,98.01268,98.9568,99.74454,97.51212,99.18842,98.29712,99.26053,99.12724,96.543,97.48662,98.47475,98.34153,98.79076,101.218,97.27534,102.2313,96.60233,97.38967,100.3013,97.87423,100.6203,98.40724,97.61912,98.73131,98.1309,98.38992,98.23338,99.97378,101.6943
2011-12,0,97.98598,99.65601,98.8474,99.59882,97.26986,99.18426,97.44005,98.21326,100.5686,95.69604,98.24976,97.19707,98.06912,99.06648,99.5826,97.37974,99.35568,98.14796,98.95759,98.88152,96.55149,97.05543,98.48153,98.53216,98.75088,101.3939,97.39919,102.2311,96.95887,97.33685,100.311,98.22401,100.663,98.62344,97.85109,98.75873,98.43159,98.59673,98.25718,99.90048,101.8353
2012-01,0,98.44162,99.64465,98.89013,99.46069,97.25172,99.36641,97.77857,98.38318,100.6826,95.66538,98.20022,96.99136,98.12936,99.16836,99.5357,97.42423,99.63651,98.09176,98.83123,98.91259,96.64513,97.16526,98.31776,98.87489,98.78754,101.5512,97.59267,102.1935,97.52288,97.48994,100.2878,98.23164,100.6889,98.88673,98.2133,98.84533,98.71729,98.81435,98.33065,99.82051,102.0227
2012-02,0,98.69565,99.64821,98.95229,99.4174,97.17513,99.66643,98.15579,98.69448,100.7246,95.64417,98.32524,97.01903,98.20771,99.22057,99.78618,97.47107,99.77684,98.15679,98.80884,99.05324,96.76986,97.64069,98.1029,99.17411,98.92651,101.588,97.64418,102.3877,97.75433,97.7138,100.2049,97.89684,100.667,99.04673,98.37885,98.92997,98.89342,98.96206,98.43538,99.75324,102.2101
2012-03,0,98.81806,99.52233,99.08536,99.5629,96.88789,99.92803,98.36987,99.0338,100.7175,95.74218,98.43522,97.16596,98.15401,99.24655,100.12,97.77203,99.91166,98.21986,98.80259,99.15736,96.88963,98.23434,97.81183,99.60938,99.19449,101.4126,97.55346,102.7427,97.58929,97.8666,100.1188,97.28069,100.5533,99.08201,98.29528,98.95943,98.97829,99.03845,98.50588,99.7702,102.3575
2012-04,0,98.85236,99.41608,99.28756,99.74953,96.68551,99.96178,98.52711,99.24144,100.6766,95.90254,98.43509,97.25498,97.83059,99.25526,100.4098,98.07652,100.1129,98.28295,98.76031,99.09226,96.97811,98.7911,97.54178,99.90339,99.48933,101.1123,97.46342,103.0535,97.56264,98.08012,100.0825,96.41037,100.312,99.09857,98.29688,98.91443,98.98087,99.04996,98.48429,99.85407,102.4509
2012-05,0,98.79726,99.39943,99.37078,99.86102,96.62373,99.88558,98.37437,99.35935,100.6337,96.16454,98.29883,97.33231,97.59115,99.2703,100.369,98.17412,100.2127,98.20985,98.70021,98.93996,97.0854,99.02282,97.37407,99.95238,99.67359,101.0259,97.46952,103.1174,97.36351,98.23724,100.1293,95.89539,100.0298,99.04111,98.1765,98.88067,98.9463,99.02189,98.44918,99.90831,102.4588
2012-06,0,98.59547,99.46993,99.33339,99.91874,96.84502,99.91616,97.8599,99.30302,100.5094,96.45697,98.23855,97.5452,97.5325,99.2661,99.995,98.12682,100.2805,98.22852,98.66776,98.87638,97.13303,98.94019,97.2539,99.92281,99.64116,100.8537,97.57725,102.9525,96.82765,98.16171,100.2023,95.47073,99.82034,98.85316,97.82001,98.83879,98.83028,98.92279,98.37804,99.82321,102.3419
2012-07,0,98.52438,99.56934,99.24178,99.88653,97.09101,100.0179,97.36169,99.08987,100.2737,96.6044,98.22405,97.89796,97.63186,99.26315,99.66289,97.63473,100.3538,98.45053,98.71031,98.91183,97.02801,98.71791,96.93688,99.95374,99.49451,100.5263,97.74578,102.7344,96.5229,98.03224,100.255,95.19476,99.76962,98.7284,97.60999,98.75507,98.77291,98.85536,98.22227,99.49844,102.1487
2012-08,0,98.69203,99.61275,99.09176,99.76643,97.24315,100.086,97.14368,98.86555,100.0366,96.55285,98.20358,97.97232,97.72046,99.27712,99.46857,96.96512,100.2403,98.60501,98.82407,98.90142,96.79008,98.38969,96.56456,99.83121,99.36538,99.92918,97.81333,102.6119,96.70766,97.71883,100.3009,94.78625,99.80872,98.74511,97.71996,98.60989,98.82945,98.84515,98.0182,99.06185,101.9257
2012-09,0,99.00421,99.68816,99.02928,99.60297,97.21853,100.0972,97.17369,98.605,99.86207,96.33329,98.19442,97.74168,97.65639,99.26655,99.35122,96.52442,100.0316,98.68837,99.01743,98.8152,96.45856,97.99293,96.47407,99.56113,99.34969,99.313,97.79215,102.5762,97.28156,97.181,100.3404,94.27976,99.84878,98.87548,98.07414,98.45111,98.9445,98.88072,97.82352,98.8567,101.7033
2012-10,0,99.22808,99.81381,99.1014,99.40802,97.17208,100.1385,97.37924,98.4272,99.83598,96.15027,98.1681,97.61343,97.50822,99.25685,99.35744,96.14752,99.98673,98.58599,99.3029,98.72193,96.30702,97.83881,96.5557,99.34973,99.42491,99.00188,97.85072,102.558,97.98696,96.81483,100.365,94.38355,99.82601,99.04643,98.51826,98.38499,99.0341,98.93497,97.7222,98.98767,101.512
2012-11,0,99.14281,99.96233,99.16629,99.28239,97.29089,100.2412,97.73092,98.37379,99.90307,96.09263,98.22861,97.62603,97.31279,99.3233,99.40929,96.03688,100.1178,98.29518,99.60957,98.68938,96.34747,97.95918,96.60365,99.26983,99.56212,99.27661,98.05338,102.488,98.28574,97.11705,100.3631,94.76012,99.74586,99.10337,98.72311,98.42896,99.00642,98.94255,97.68022,99.21874,101.398
2012-12,0,98.8132,100.0348,99.2552,99.33177,97.59254,100.2031,98.03683,98.39115,100.0112,96.12226,98.44436,97.56049,97.24046,99.54556,99.50761,96.14258,100.3935,98.13355,99.84754,98.6916,96.45856,97.95052,96.67659,99.25903,99.74709,99.76377,98.10321,102.4198,98.36005,98.04313,100.3373,95.28833,99.62157,99.089,98.81985,98.51675,98.88776,98.9044,97.72668,99.35553,101.4075
2013-01,0,98.68647,100.2106,99.35513,99.49949,97.96577,100.1463,98.30898,98.38381,100.1793,96.21504,98.79611,97.56136,97.29711,99.96879,99.71522,96.2346,100.4713,98.05207,99.95116,98.73447,96.55493,98.05543,96.90675,99.48385,99.93941,100.2422,98.0995,102.3273,98.49158,98.80577,100.3187,95.91451,99.47018,99.15953,99.00214,98.64425,98.90919,98.97256,97.85622,99.45064,101.4932
2013-02,0,98.78812,100.476,99.46066,99.62869,98.18785,100.1281,98.53297,98.34765,100.3218,96.35892,99.12181,97.40204,97.37953,100.3263,99.88379,96.52567,100.2771,97.94981,99.99092,98.86671,96.62756,98.31837,97.10164,99.67556,100.0935,100.4842,98.0741,102.1479,98.53661,99.26765,100.3087,96.42774,99.35264,99.23952,99.11118,98.73786,99.02431,99.08521,97.96268,99.52213,101.6094
2013-03,0,98.95278,100.5485,99.50922,99.62939,98.31323,100.062,98.50923,98.25677,100.4012,96.46115,99.3815,97.16737,97.55894,100.5265,100.0403,96.73563,100.108,98.0971,100.0576,98.97768,96.62408,98.46134,97.24248,99.90003,100.1719,100.5068,98.14407,101.9523,98.052,99.61558,100.2929,96.82028,99.35681,99.20013,98.8484,98.80994,99.14827,99.18962,98.04836,99.53155,101.7287
2013-04,0,99.16217,100.3088,99.48689,99.64219,98.36293,100.0268,98.34708,98.14488,100.4379,96.53742,99.55136,96.99628,97.87955,100.5716,100.0962,97.1424,100.0189,98.366,100.2105,99.0503,96.6209,98.39635,97.32828,100.0107,100.1978,100.6178,98.27225,101.8523,97.44122,99.76425,100.2649,96.74893,99.54666,99.13546,98.46652,98.88943,99.28042,99.29038,98.13748,99.40914,101.8296
2013-05,0,99.49616,100.027,99.48529,99.70282,98.50037,100.1389,98.41293,98.04553,100.4977,96.64664,99.69349,97.03291,98.14506,100.5228,100.2149,97.33679,99.98037,98.5307,100.3983,99.05018,96.59361,98.39264,97.44318,100.0282,100.1938,100.8136,98.49524,101.783,96.63628,99.64679,100.2422,96.20493,99.78978,99.06075,97.94643,98.98698,99.47557,99.44094,98.23037,99.12128,101.8811
2013-06,0,99.66884,100.0047,99.45419,99.7433,98.60951,100.4318,98.6609,98.11909,100.5376,96.59267,99.74378,97.24772,98.34666,100.3722,100.3017,97.42601,100.0279,98.51691,100.542,99.15843,96.62991,98.57943,97.69664,100.1714,100.1753,100.9032,98.86144,101.7066,96.06257,99.33488,100.2234,95.86356,99.90417,99.00316,97.55301,99.11906,99.59707,99.54981,98.35384,98.93166,101.8446
2013-07,0,99.63163,100.1592,99.4611,99.83815,98.76002,100.647,98.79382,98.37562,100.5816,96.43486,99.79225,97.4675,98.41453,100.2573,100.3043,97.34087,100.1993,98.47285,100.5836,99.25379,96.73544,98.89154,98.03053,100.485,100.1718,100.9225,99.37367,101.6551,95.93086,99.12266,100.1659,95.73103,99.75191,99.002,97.44073,99.2825,99.6366,99.60899,98.50819,98.96326,101.7266
2013-08,0,99.35434,100.4444,99.5817,100.0942,99.02711,100.8929,98.88444,98.67662,100.648,96.31078,99.8891,97.86076,98.40746,100.2254,100.2661,97.74345,100.1504,98.59446,100.5781,99.34894,96.9724,99.13459,98.32986,100.6961,100.2245,100.6371,99.7057,101.7557,96.16717,99.30096,100.1262,95.81461,99.4614,99.02134,97.5797,99.42017,99.55948,99.57632,98.70316,99.10733,101.5109
2013-09,0,98.9781,100.6961,99.76378,100.4581,99.37656,101.0797,98.9402,98.8399,100.7382,96.39977,100.0807,98.40118,98.4451,100.2658,100.2707,98.65525,99.81683,98.8632,100.6032,99.44209,97.27232,99.40951,98.53129,100.8243,100.3674,100.2657,99.83238,101.8555,96.60884,99.93261,100.1247,95.87582,99.20087,99.04733,97.87108,99.52888,99.42291,99.49271,98.90326,99.25469,101.1739
2013-10,0,98.74549,100.7459,99.89437,100.7809,99.69884,101.2373,99.07716,98.82047,100.8554,96.63995,100.3299,98.84112,98.37465,100.0935,100.533,99.4764,99.37138,99.27792,100.7156,99.48818,97.60705,99.77255,98.57086,101.0772,100.5531,100.3376,99.8135,101.8732,96.96143,100.7414,100.1681,95.87803,99.0901,99.06063,98.08524,99.62028,99.2879,99.42316,99.03207,99.34957,100.7963
2013-11,0,98.8447,100.667,99.93456,101.0545,99.90269,101.2695,99.27527,98.71284,100.9816,96.82431,100.6365,99.23819,98.31172,99.9357,100.8001,99.87584,98.96634,99.71558,100.8775,99.59806,97.89847,100.1737,98.62498,101.3668,100.7222,100.3828,99.79958,101.8416,97.00082,101.119,100.235,95.95051,99.08212,99.07792,98.10395,99.70052,99.3055,99.45905,99.13089,99.31461,100.4863
2013-12,0,99.14458,100.4264,99.81233,101.2417,99.96493,101.2828,99.39258,98.72534,101.1124,96.97103,100.8897,99.782,98.3195,99.65688,100.9804,99.73701,98.65829,100.035,101.0353,99.71338,98.13831,100.5199,98.77157,101.412,100.8288,99.99771,99.96793,101.7089,97.21851,101.1978,100.287,96.25975,99.11608,99.17304,98.20615,99.78152,99.43045,99.54918,99.26984,99.27503,100.3438
2014-01,0,99.31528,100.1622,99.67578,101.3235,100.0456,101.2235,99.30727,98.7908,101.2323,97.07436,101.0942,100.0304,98.43762,99.30202,101.1384,99.02686,98.37204,100.2518,101.1486,99.74909,98.29474,100.7201,99.00105,101.1595,100.8837,99.45003,100.2717,101.4993,97.49471,101.0701,100.3109,96.70938,99.16737,99.252,98.32682,99.85346,99.51058,99.58937,99.42908,99.28492,100.3558
2014-02,0,99.3845,99.92635,99.59286,101.2796,100.2306,101.0588,98.95154,98.84013,101.302,97.28172,101.2178,100.0993,98.6574,98.9343,101.1744,98.43298,98.38396,100.4424,101.2242,99.83685,98.39886,100.7069,99.21278,100.8448,100.8968,99.2245,100.5034,101.2911,97.975,100.9784,100.3153,97.11147,99.25565,99.37449,98.57529,99.92443,99.54223,99.60835,99.57909,99.37932,100.5392
2014-03,0,99.41634,99.7496,99.57059,101.1179,100.558,100.9524,98.58588,98.85739,101.3411,97.60534,101.3839,99.99789,99.04187,98.68646,101.1389,98.42524,98.68557,100.5634,101.2675,99.98373,98.51643,100.8767,99.41497,100.6413,100.8705,99.70518,100.7194,101.1157,98.40796,101.0398,100.3113,97.54634,99.43572,99.52427,98.80967,100.0665,99.57761,99.66788,99.74065,99.50455,100.9288
2014-04,1,99.48846,99.57821,99.54413,100.9603,100.8143,100.9441,98.39892,98.81535,101.3921,97.88137,101.4528,99.87597,99.48898,98.68714,101.0035,98.73767,98.98362,100.5783,101.2724,100.0908,98.60875,101.0165,99.56493,100.6197,100.836,100.3661,100.8922,100.9596,98.30862,101.0686,100.2968,98.01112,99.7513,99.5808,98.73472,100.2152,99.66096,99.76219,99.87476,99.6291,101.394
2014-05,1,99.47501,99.35111,99.56325,100.9115,100.9169,101.1141,98.72192,98.76364,101.4645,98.1124,101.4297,99.62557,99.77248,98.95003,100.8019,98.79799,99.15345,100.6075,101.2424,100.1647,98.68317,101.0849,99.69213,100.7378,100.8261,100.4416,100.993,100.784,98.07073,101.0192,100.3066,98.51602,100.0971,99.57253,98.61597,100.2955,99.71943,99.8111,99.98008,99.64057,101.7666
2014-06,1,99.44892,99.27096,99.59593,100.896,100.9226,101.3389,99.19529,98.73534,101.4669,98.31161,101.3875,99.61964,99.72423,99.26288,100.7478,98.60372,99.20267,100.6195,101.1662,100.1181,98.71238,101.0327,99.81322,100.8275,100.8563,100.1787,101.0502,100.7075,98.06813,100.9573,100.3287,98.99898,100.324,99.58827,98.67109,100.2904,99.74809,99.82756,99.99877,99.56151,101.8926
2014-07,1,99.44084,99.33356,99.56786,100.8182,100.7841,101.5098,99.23927,98.7534,101.3879,98.3643,101.3715,99.91206,99.4951,99.44878,100.7199,98.24019,99.18135,100.5306,101.0266,99.96082,98.7697,100.9677,99.85699,100.7955,100.8817,99.94265,101.0487,100.6902,98.08789,101.0758,100.3632,99.40257,100.3143,99.578,98.72009,100.2212,99.74792,99.81284,99.93038,99.47231,101.7772
2014-08,1,99.53458,99.40813,99.52925,100.5919,100.698,101.5606,98.75217,98.75364,101.2598,98.26345,101.3738,100.2104,99.24604,99.41193,100.7702,97.883,99.17869,100.4172,100.857,99.92658,98.84845,100.9931,99.89441,100.7119,100.8318,99.71724,101.0384,100.6621,98.1055,101.2856,100.3855,99.74752,100.1756,99.55484,98.73012,100.1257,99.75928,99.80557,99.81313,99.44247,101.3555
2014-09,1,99.7364,99.37392,99.51864,100.3299,100.8363,101.491,98.33089,98.73225,101.1532,98.23277,101.4428,100.4835,99.1049,99.25523,100.7331,97.93157,99.26427,100.3805,100.6975,99.97923,99.09593,101.0599,99.86074,100.5931,100.6504,99.40678,100.9369,100.6177,98.16849,101.5348,100.3933,100.1844,100.0401,99.53562,98.74052,100.037,99.80462,99.82324,99.73251,99.45152,100.5043
2014-10,1,100.0202,99.3446,99.58977,100.0677,101.202,101.529,98.32195,98.76067,101.1193,98.42982,101.4694,100.6468,98.99023,99.06878,100.5063,98.25445,99.34757,100.4012,100.5813,100.1392,99.38508,101.2706,99.80432,100.3079,100.4106,98.8362,100.8875,100.412,98.18573,101.9008,100.3929,100.3706,99.99306,99.50486,98.70246,99.97968,99.90123,99.87145,99.71935,99.44982,99.3602
2014-11,1,100.3683,99.30398,99.7048,99.91458,101.5791,101.5796,98.41122,98.88646,101.0941,98.6251,101.3966,100.9725,98.90556,98.94871,100.2285,98.33241,99.46834,100.3758,100.5115,100.2848,99.54473,101.4832,99.80316,100.0518,100.2093,98.30355,100.8641,100.0238,98.37949,102.2405,100.3815,100.1208,99.9973,99.52649,98.78786,99.95335,100.0563,99.96487,99.75068,99.4433,98.03254
2014-12,1,100.7544,99.23481,99.71019,99.96635,101.7873,101.6916,98.53997,99.07477,101.1179,98.72664,101.2775,101.4429,98.96893,98.99047,100.0514,98.35419,99.4877,100.355,100.4998,100.3375,99.67642,101.7398,100.0343,99.99229,100.1199,97.95004,100.9523,99.6202,98.62436,102.3281,100.3678,99.85343,99.98285,99.59716,98.94305,100.0109,100.287,100.1256,99.88242,99.47372,96.60955
2015-01,1,101.0145,99.35886,99.64407,100.18,101.7303,101.7736,98.58882,99.26329,101.1748,98.94542,101.1878,101.7749,99.29349,99.16064,100.0507,98.44843,99.37898,100.3457,100.559,100.3026,99.81997,101.8797,100.3589,99.85071,100.1059,97.73878,101.1407,99.12984,98.92947,102.0871,100.37,99.72724,99.88458,99.68324,99.17441,100.1279,100.4973,100.2826,100.0986,99.63561,95.34766
2015-02,1,101.0167,99.60806,99.62528,100.3914,101.5776,101.8511,98.74031,99.4299,101.2534,99.36086,101.1338,101.9829,99.70295,99.4207,100.1064,98.70023,99.32658,100.3787,100.6377,100.3489,99.87999,101.9808,100.6241,99.70716,100.119,97.50323,101.3163,98.6987,99.29027,101.7714,100.3481,99.93425,99.69878,99.76485,99.46127,100.2528,100.5903,100.3641,100.3389,99.82643,94.64587
2015-03,1,100.9217,99.69978,99.69646,100.5064,101.6081,101.9462,99.0143,99.52465,101.3404,99.52626,101.0738,102.0971,99.90034,99.61198,100.1478,98.94183,99.39471,100.4588,100.6662,100.4458,99.92518,101.9482,100.833,99.6095,100.1223,97.14514,101.4395,98.43088,99.35118,101.534,100.2862,100.4463,99.41308,99.78938,99.53269,100.3291,100.6081,100.3888,100.5018,99.98721,94.85902
2015-04,1,100.8678,99.68494,99.74902,100.5403,101.6906,101.9219,99.34324,99.55909,101.376,99.28368,101.049,102.1718,99.87518,99.69227,100.2207,99.306,99.43616,100.497,100.5844,100.5554,99.93021,101.7426,100.9574,99.53923,100.0854,96.98621,101.4351,98.34156,99.36464,101.1382,100.2152,101.213,99.02384,99.81322,99.55387,100.3437,100.5908,100.3833,100.5432,100.0232,95.55092
