,United States,United States OECD,Australia,Austria,Belgium,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Japan,Korea,Luxembourg,Mexico,Netherlands,New Zealand,Poland,Portugal,Slovak Republic,Spain,Sweden,Switzerland,Turkey,United Kingdom,Brazil,China (People's Republic of),Estonia,Indonesia,Slovenia,South Africa,OECD + Major Six NME,Major Five Asia,OECD - Europe,G7,OECD - Total,Euro area (19 countries),Israel,Russia
1976-05,1,99.87569,100.5985,100,100.7234,100,100.5789,100,101.8507,102.1917,100,100,97.31279,97.19751,100,100,100,100,100.1413,100,100,100,100,100,100,100.9168,100,100.0945,100,100,100,100,100,100,100,100,100.7665,100.7037,100.8131,101.0644,100,100
1976-06,1,100.0682,100.5383,100,100.7672,100,100.2157,100,101.7758,102.2239,100,100,97.25335,97.11523,100,100,100,100,100.0602,100,100,100,100,100,100,101.4725,100,99.79246,100,100,100,100,100,100,100,100,100.7033,100.7668,100.8728,101.0247,100,100
1976-07,1,100.2068,100.5211,100,100.8003,100,99.88527,100,101.6517,102.3024,100,100,97.18126,97.03481,100,100,100,100,100.0291,100,100,100,100,100,100,101.8279,100,99.24672,100,100,100,100,100,100,100,100,100.5993,100.7808,100.8873,100.9937,100,100
1976-08,1,100.2155,100.556,100,100.8118,100,99.64208,100,101.5532,102.387,100,100,97.13006,96.92566,100,100,100,100,100.0168,100,100,100,100,100,100,101.9942,100,98.63851,100,100,100,100,100,100,100,100,100.4812,100.7197,100.8335,100.9677,100,100
1976-09,1,100.1466,100.5709,100,100.7985,100,99.38564,100,101.4579,102.4732,100,100,97.10796,96.85379,100,100,100,100,100.0119,100,100,100,100,100,100,101.9261,100,98.09701,100,100,100,100,100,100,100,100,100.3739,100.6281,100.7473,100.9528,100,100
1976-10,1,100.0679,100.4771,100,100.7533,100,99.10374,100,101.3444,102.5074,100,100,97.14915,96.92072,100,100,100,100,100.0357,100,100,100,100,100,100,101.6764,100,97.81083,100,100,100,100,100,100,100,100,100.313,100.5603,100.6768,100.9463,100,100
1976-11,1,100.0275,100.2541,100,100.6783,100,98.93474,100,101.2883,102.4695,100,100,97.33579,97.16523,100,100,100,100,100.1462,100,100,100,100,100,100,101.2476,100,97.90734,100,100,100,100,100,100,100,100,100.3433,100.563,100.6667,100.9831,100,100
1976-12,1,100.0282,100.1433,100,100.6299,100,98.86669,100,101.2737,102.3391,100,100,97.75689,97.4965,100,100,100,100,100.4148,100,100,100,100,100,100,100.6259,100,98.24213,100,100,100,100,100,100,100,100,100.4193,100.6093,100.7021,101.0374,100,100
1977-01,1,100.072,100.0732,100.0958,100.6549,100,98.90636,100,101.2496,102.1332,100,100,98.32165,97.78979,100,100,100,100,100.8157,100,100,100,100,100,100,99.99426,100,98.63366,100,100,100,100,100,100,100,100,100.4868,100.6667,100.7549,101.0652,100,100
1977-02,1,100.163,99.97035,100.4712,100.6988,100,98.95307,100,101.145,101.8675,100,100,98.67177,97.89546,100,100,100,100,101.0753,100,100,100,100,100,100,99.60902,100,98.8595,100,100,100,100,100,100,100,100,100.4672,100.695,100.7857,100.9711,100,100
1977-03,0,100.2678,99.9283,100.7328,100.7204,100,98.95319,100,100.8922,101.5936,100,100,98.7837,97.85602,100,100,100,100,101.0955,100,100,100,100,100,100,99.68732,100,98.92713,100,100,100,100,100,100,100,100,100.3599,100.6829,100.7802,100.7526,100,100
1977-04,0,100.3437,100.0119,100.7475,100.6481,100,98.85353,100,100.532,101.3273,100,100,98.78524,97.80046,100,100,100,100,100.9302,100,100,100,100,100,100,100.0476,100,99.0136,100,100,100,100,100,100,100,100,100.2216,100.645,100.7485,100.4678,100,100
1977-05,0,100.3536,100.1001,100.5701,100.4978,100,98.79536,100,100.3154,101.1531,100,100,98.84357,97.8136,100,100,100,100,100.7649,100,100,100,100,100,100,100.4868,100,99.23235,100,100,100,100,100,100,100,100,100.1667,100.6215,100.7277,100.2887,100,100
1977-06,0,100.3095,100.1009,100.1942,100.3056,100,98.82565,100,100.3114,101.1534,100,100,99.16377,97.99161,100,100,100,100,100.6105,100,100,100,100,100,100,100.8757,100,99.71228,100,100,100,100,100,100,100,100,100.2705,100.662,100.7592,100.3093,100,100
1977-07,0,100.2166,100.0629,99.72961,100.1387,100,98.95525,100,100.4726,101.2446,100,100,99.7637,98.25877,100,100,100,100,100.4692,100,100,100,100,100,100,101.175,100,100.3791,100,100,100,100,100,100,100,100,100.4786,100.7356,100.8192,100.4598,100,100
1977-08,0,100.0712,100.1745,99.3089,100.0084,100,99.12856,100,100.6395,101.3457,100,100,100.3206,98.52971,100,100,100,100,100.3703,100,100,100,100,100,100,101.3451,100,101.1374,100,100,100,100,100,100,100,100,100.7069,100.7922,100.8682,100.6244,100,100
1977-09,0,99.90674,100.3032,99.08234,99.89767,100,99.28819,100,100.831,101.4563,100,100,100.9047,98.78252,100,100,100,100,100.2766,100,100,100,100,100,100,101.3455,100,101.8664,100,100,100,100,100,100,100,100,100.9344,100.8379,100.9083,100.7994,100,100
1977-10,0,99.76237,100.4823,99.16945,99.89164,100,99.3959,100,101.0771,101.555,100,100,101.5894,98.95787,100,100,100,100,100.1831,100,100,100,100,100,100,101.2631,100,102.4893,100,100,100,100,100,100,100,100,101.1454,100.8797,100.9507,100.9765,100,100
1977-11,0,99.66984,100.7823,99.41601,100.009,100,99.46717,100,101.228,101.6578,100,100,102.2001,99.04654,100,100,100,100,100.2105,100,100,100,100,100,100,101.1879,100,102.9062,100,100,100,100,100,100,100,100,101.3035,100.911,100.9942,101.1197,100,100
1977-12,0,99.62038,101.1314,99.54176,100.2083,100,99.46353,100,101.31,101.7197,100,100,102.7966,99.08414,100,100,100,100,100.4635,100,100,100,100,100,100,101.1714,100,103.1997,100,100,100,100,100,100,100,100,101.4195,100.9345,101.038,101.2361,100,100
1978-01,0,99.58797,101.4145,99.59784,100.2703,100,99.41547,100,101.3748,101.7004,100,100,103.3965,99.06245,100,100,100,100,100.885,100,100,100,100,100,100,101.1775,100,103.3826,100,100,100,100,100,100,100,100,101.4824,100.9354,101.0616,101.3021,100,100
1978-02,0,99.50927,101.5224,99.72379,100.1571,100,99.42609,100,101.4171,101.6712,100,100,103.711,99.06194,100,100,100,100,101.1214,100,100,100,100,100,100,101.1447,100,103.4365,100,100,100,100,100,100,100,100,101.5048,100.898,101.0382,101.3253,100,100
1978-03,0,99.37393,101.3681,99.8567,99.94952,100,99.52499,100,101.4607,101.6658,100,100,103.713,99.10336,100,100,100,100,101.0435,100,100,100,100,100,100,101.0246,100,103.4593,100,100,100,100,100,100,100,100,101.5132,100.836,100.9743,101.3264,100,100
1978-04,0,99.3727,101.0773,99.9573,99.82145,100,99.65755,100,101.5165,101.7093,100,100,103.4885,99.1482,100,100,100,100,100.7454,100,100,100,100,100,100,100.8603,100,103.4459,100,100,100,100,100,100,100,100,101.5194,100.8519,100.9695,101.3336,100,100
1978-05,0,99.39644,100.7444,100.1118,99.82845,100,99.78037,100,101.5381,101.8237,100,100,103.2354,99.22746,100,100,100,100,100.5049,100,100,100,100,100,100,100.7055,100,103.431,100,100,100,100,100,100,100,100,101.5548,100.8926,100.9903,101.3855,100,100
1978-06,0,99.3613,100.325,100.1965,99.89664,100,99.92284,100,101.5175,101.9843,100,100,102.9872,99.39677,100,100,100,100,100.3747,100,100,100,100,100,100,100.5878,100,103.3372,100,100,100,100,100,100,100,100,101.6081,100.9073,100.99,101.4834,100,100
1978-07,0,99.33542,99.86851,100.3103,99.95503,100,100.0644,100,101.4627,102.1742,100,100,102.6997,99.65711,100,100,100,100,100.3048,100,100,100,100,100,100,100.4623,100,103.1549,100,100,100,100,100,100,100,100,101.6697,100.9301,100.9973,101.6119,100,100
1978-08,0,99.23849,99.53916,100.4548,100.0069,100,100.1862,100,101.4189,102.3924,100,100,102.4991,99.95568,100,100,100,100,100.2731,100,100,100,100,100,100,100.2564,100,102.8712,100,100,100,100,100,100,100,100,101.7325,100.9152,100.9747,101.7721,100,100
1978-09,0,99.14536,99.67403,100.5382,100.0713,100,100.3239,100,101.3722,102.6329,100,100,102.3027,100.2658,100,100,100,100,100.2373,100,100,100,100,100,100,99.92239,100,102.4862,100,100,100,100,100,100,100,100,101.7811,100.8975,100.9584,101.945,100,100
1978-10,0,98.92015,100.016,100.4656,100.1313,100,100.4459,100,101.294,102.8352,100,100,102.0195,100.4583,100,100,100,100,100.1665,100,100,100,100,100,100,99.56993,100,101.9657,100,100,100,100,100,100,100,100,101.7601,100.7739,100.8495,102.0531,100,100
1978-11,0,98.54083,100.2764,100.2903,100.2093,100,100.5098,100,101.1872,102.9817,100,100,101.7463,100.5023,100,100,100,100,100.0773,100,100,100,100,100,100,99.36749,100,101.2953,100,100,100,100,100,100,100,100,101.6655,100.5253,100.6283,102.086,100,100
1978-12,0,98.1971,100.4909,100.2858,100.3064,100,100.5345,100,101.0138,103.0641,100,100,101.3847,100.442,100,100,100,100,99.98646,100,100,100,100,100,100,99.46179,100,100.6694,100,100,100,100,100,100,100,100,101.5417,100.2709,100.408,102.0388,100,100
1979-01,0,98.17223,100.6595,100.4179,100.3249,100,100.5365,100,100.8022,103.1061,100,100,100.9136,100.3534,100,100,100,100,99.88236,100,100,100,100,100,100,99.74741,100,100.3338,100,100,100,100,100,100,100,100,101.4469,100.2008,100.3525,101.9438,100,100
1979-02,0,98.1572,100.731,100.583,100.2504,100,100.5051,100,100.6694,103.0804,100,100,100.5845,100.2342,100,100,100,100,99.81607,100,100,100,100,100,100,100.1057,100,100.5498,100,100,100,100,100,100,100,100,101.4344,100.1814,100.3409,101.837,100,100
1979-03,0,97.96964,100.6337,100.7116,100.1324,100,100.4007,100,100.5813,103.0357,100,100,100.3925,100.0926,100,100,100,100,99.76965,100,100,100,100,100,100,100.4526,100,101.1016,100,100,100,100,100,100,100,100,101.4732,100.0999,100.269,101.7324,100,100
1979-04,0,97.77717,100.4036,100.6024,100.0204,100,100.1855,100,100.4853,102.954,100,100,100.2381,99.8959,100,100,100,100,99.7225,100,100,100,100,100,100,100.7134,100,101.7429,100,100,100,100,100,100,100,100,101.4926,100.0112,100.1816,101.5946,100,100
1979-05,0,97.64861,99.88281,100.3811,99.94149,100,99.92864,100,100.3984,102.7949,100,100,100.1199,99.71249,100,100,100,100,99.69779,100,100,100,100,100,100,100.7795,100,102.1412,100,100,100,100,100,100,100,100,101.4472,99.92432,100.0846,101.4333,100,100
1979-06,0,97.46878,99.34838,100.1395,99.87349,100,99.63227,100,100.3529,102.5773,100,100,99.95505,99.56821,100,100,100,100,99.69177,100,100,100,100,100,100,100.5507,100,102.0651,100,100,100,100,100,100,100,100,101.3129,99.76534,99.91795,101.2724,100,100
1979-07,0,97.3101,99.13608,100.1575,99.8235,100,99.29469,100,100.3322,102.3701,100,100,99.6975,99.45959,100,100,100,100,99.69852,100,100,100,100,100,100,100.1726,100,101.6473,100,100,100,100,100,100,100,100,101.1391,99.59418,99.74951,101.1355,100,100
1979-08,0,97.34624,99.27795,100.323,99.75656,100,99.01224,100,100.3167,102.1713,100,100,99.50307,99.32803,100,100,100,100,99.71597,100,100,100,100,100,100,99.81499,100,101.1305,100,100,100,100,100,100,100,100,100.9542,99.51757,99.67692,100.9991,100,100
1979-09,0,97.38608,99.51531,100.4657,99.64557,100,98.73431,100,100.3043,101.9471,100,100,99.31998,99.16845,100,100,100,100,99.73907,100,100,100,100,100,100,99.5997,100,100.6223,100,100,100,100,100,100,100,100,100.7621,99.4369,99.6048,100.8425,100,100
1979-10,0,97.31194,99.65517,100.4266,99.53827,100,98.35149,100,100.3262,101.6616,100,100,99.08338,98.9907,100,100,100,100,99.74249,100,100,100,100,100,100,99.50765,100,100.1157,100,100,100,100,100,100,100,100,100.5517,99.28712,99.46693,100.6626,100,100
1979-11,0,97.29423,99.73146,100.1498,99.38927,100,97.97352,100,100.3081,101.332,100,100,98.89838,98.80901,100,100,100,100,99.65737,100,100,100,100,100,100,99.51991,100,99.66596,100,100,100,100,100,100,100,100,100.3215,99.16119,99.34421,100.4359,100,100
1979-12,0,97.33342,99.76556,99.83943,99.16727,100,97.53515,100,100.1997,100.9763,100,100,98.77649,98.64962,100,100,100,100,99.36798,100,100,100,100,100,100,99.63522,100,99.23502,100,100,100,100,100,100,100,100,100.0631,99.05635,99.23321,100.1457,100,100
1980-01,0,97.4166,99.78963,99.64886,99.00419,100,96.97997,100,99.9921,100.606,100,100,98.65401,98.56235,100,100,100,100,98.91464,100,100,100,100,100,100,99.7834,100,98.81023,100,100,100,100,100,100,99.00698,100,99.79257,98.9709,99.13674,99.81976,100,100
1980-02,0,97.21214,99.81253,99.63969,98.85906,100,96.50443,100,99.82655,100.4117,100,100,98.51382,98.60984,100,100,100,100,98.54746,100,100,100,100,100,100,99.88863,100,98.33855,100,100,100,100,100,100,98.8322,100,99.60803,98.77834,98.95023,99.63452,100,100
1980-03,1,96.68076,99.79575,99.73737,98.68122,100,96.14196,100,99.75023,100.2905,100,100,98.34118,98.78475,100,100,100,100,98.2373,100,100,100,100,100,100,99.89996,100,97.98579,100,100,100,100,100,100,98.52745,100,99.50838,98.4631,98.65519,99.55075,100,100
1980-04,1,96.26832,99.73019,99.74045,98.5554,100,95.85001,100,99.73114,100.2081,100,100,98.09722,98.96221,100,100,100,100,97.92507,100,100,100,100,100,100,99.86484,100,97.94603,100,100,100,100,100,100,98.30626,100,99.47997,98.2488,98.4481,99.50776,100,100
1980-05,1,96.23402,99.75253,99.57488,98.46112,100,95.6783,100,99.73453,100.1516,100,100,97.89158,99.06519,100,100,100,100,97.71416,100,100,100,100,100,100,99.8453,100,97.96667,100,100,100,100,100,100,98.28167,100,99.4634,98.2345,98.42382,99.47837,100,100
1980-06,1,96.62326,99.81223,99.291,98.39846,100,95.67226,100,99.7419,100.0433,100,100,97.7262,99.05714,100,100,100,100,97.59359,100,100,100,100,100,100,99.8809,100,97.88481,100,100,100,100,100,100,98.45412,100,99.40287,98.41297,98.57619,99.40983,100,100
1980-07,1,97.18622,99.84847,99.1117,98.34291,100,95.85059,100,99.74766,99.96537,100,100,97.53429,99.00917,100,100,100,100,97.53114,100,100,100,100,100,100,99.93582,100,97.77216,100,100,100,100,100,100,98.71919,100,99.34805,98.68153,98.81326,99.35036,100,100
1980-08,1,97.79843,100.0294,99.01224,98.30799,100,96.01695,100,99.75175,99.93119,100,100,97.34568,98.93799,100,100,100,100,97.47613,100,100,100,100,100,100,99.95068,100,97.85136,100,100,100,100,100,100,99.02654,100,99.33353,98.99678,99.09624,99.3064,100,100
1980-09,1,98.31438,100.3174,98.89953,98.26134,100,96.16447,100,99.75389,99.79396,100,100,97.14532,98.85381,100,100,100,100,97.42181,100,100,100,100,100,100,99.8749,100,97.9464,100,100,100,100,100,100,99.27403,100,99.2856,99.24552,99.32043,99.21043,100,100
1980-10,1,98.53368,100.5869,98.7116,98.15961,100,96.30926,100,99.74944,99.44989,100,100,96.89516,98.83161,100,100,100,100,97.34266,100,100,100,100,100,100,99.73919,100,98.06564,100,100,100,100,100,100,99.35435,100,99.18698,99.31649,99.38198,99.02703,100,100
1980-11,1,98.42562,100.7351,98.53035,97.99512,100,96.34296,100,99.72732,98.97538,100,100,96.73453,98.92509,100,100,100,100,97.2486,100,100,100,100,100,100,99.57483,100,97.97562,100,100,100,100,100,100,99.24262,100,99.03206,99.18755,99.25996,98.80387,100,100
1980-12,1,98.06022,100.9108,98.41735,97.75812,100,96.27644,100,99.67444,98.63347,100,100,96.73016,99.01883,100,100,100,100,97.14643,100,100,100,100,100,100,99.39301,100,97.90973,100,100,100,100,100,100,99.01055,100,98.90997,98.94044,99.03217,98.62678,100,100
1981-01,1,97.91299,101.0672,98.24311,97.60128,100,96.206,100,99.59782,98.33518,100,100,96.8701,99.07501,100,100,100,100,97.01602,100,100,100,100,100,100,99.19263,100,97.99585,100,100,100,100,100,100,98.88774,100,98.8131,98.81379,98.91122,98.45604,100,100
1981-02,1,97.81889,101.0855,97.9174,97.51871,100,96.18576,100,99.57745,97.98153,100,100,97.06806,99.03972,100,100,100,100,96.91254,100,100,100,100,100,100,98.9585,100,97.99124,100,100,100,100,100,100,98.77542,100,98.67862,98.69343,98.79266,98.26453,100,100
1981-03,1,97.91782,100.9166,97.68087,97.50281,100,96.29802,100,99.69237,97.59288,100,100,97.35691,98.95685,100,100,100,100,96.86118,100,100,100,100,100,100,98.67795,100,97.8586,100,100,100,100,100,100,98.75082,100,98.53856,98.66389,98.75503,98.10342,100,100
1981-04,1,98.2281,100.564,97.84396,97.48738,100,96.47932,100,99.89041,97.32496,100,100,97.69074,98.83329,100,100,100,100,96.84292,100,100,100,100,100,100,98.39128,100,97.77065,100,100,100,100,100,100,98.84773,100,98.46116,98.76723,98.83826,98.01994,100,100
1981-05,1,98.50126,100.1519,98.08472,97.50297,100,96.60242,100,100.0239,97.18211,100,100,97.8227,98.72179,100,100,100,100,96.84582,100,100,100,100,100,100,98.15778,100,97.91175,100,100,100,100,100,100,98.95386,100,98.44981,98.88309,98.93288,97.9755,100,100
1981-06,1,98.59438,99.78038,98.22441,97.55284,100,96.68342,100,100.1034,96.94749,100,100,97.63802,98.67439,100,100,100,100,96.88329,100,100,100,100,100,100,98.02782,100,97.90351,100,100,100,100,100,100,98.94927,100,98.39163,98.8782,98.92113,97.88869,100,100
1981-07,0,98.64811,99.4386,98.22153,97.59738,100,96.75867,100,100.164,96.6637,100,100,97.18878,98.6838,100,100,100,100,96.99123,100,100,100,100,100,100,97.96185,100,97.82267,100,100,100,100,100,100,98.91114,100,98.31528,98.84276,98.88274,97.79111,100,100
1981-08,0,98.6233,99.27701,98.14942,97.64369,100,96.80379,100,100.1861,96.36077,100,100,96.71188,98.7308,100,100,100,100,97.0727,100,100,100,100,100,100,97.9193,100,97.87818,100,100,100,100,100,100,98.85661,100,98.25279,98.78231,98.82481,97.67816,100,100
1981-09,0,98.36301,99.35107,98.08183,97.70107,100,96.85264,100,100.1854,96.34,100,100,96.24467,98.77483,100,100,100,100,97.14345,100,100,100,100,100,100,97.88341,100,97.99541,100,100,100,100,100,100,98.7376,100,98.27456,98.65579,98.71384,97.68481,100,100
1981-10,0,97.97596,99.48389,98.04763,97.7347,100,96.95219,100,100.1907,96.4638,100,100,95.76851,98.87714,100,100,100,100,97.25041,100,100,100,100,100,100,97.86281,100,97.92615,100,100,100,100,100,100,98.57331,100,98.32231,98.48291,98.56465,97.77688,100,100
1981-11,0,97.62245,99.49113,97.9811,97.74773,100,97.11371,100,100.2444,96.51417,100,100,95.50919,99.15668,100,100,100,100,97.28316,100,100,100,100,100,100,97.88719,100,97.95921,100,100,100,100,100,100,98.43586,100,98.40894,98.35004,98.44757,97.89304,100,100
1981-12,0,97.57751,99.34716,97.99082,97.74768,100,97.4074,100,100.3974,96.57543,100,100,95.57955,99.51779,100,100,100,100,97.22037,100,100,100,100,100,100,97.9878,100,97.99632,100,100,100,100,100,100,98.45676,100,98.53802,98.39257,98.48524,98.0642,100,100
1982-01,0,97.68198,99.17783,98.07413,97.73344,100,97.8009,100,100.6554,96.64615,100,100,95.90542,99.88091,100,100,100,100,97.09702,100,100,100,100,100,100,98.13287,100,98.18127,100,100,100,100,100,100,98.56474,100,98.7175,98.53281,98.61119,98.27328,100,100
1982-02,0,97.59573,99.10542,98.22476,97.69524,100,98.05982,100,100.8259,96.74673,100,100,96.15519,100.1618,100,100,100,100,97.06722,100,100,100,100,100,100,98.28192,100,98.3662,100,100,100,100,100,100,98.57362,100,98.8755,98.55888,98.63914,98.45075,100,100
1982-03,0,97.46829,99.11908,98.46692,97.62896,100,98.13116,100,100.8623,97.01754,100,100,96.24757,100.2486,100,100,100,100,97.17419,100,100,100,100,100,100,98.39548,100,98.75435,100,100,100,100,100,100,98.57384,100,99.05452,98.5713,98.65834,98.61794,100,100
1982-04,0,97.50452,99.14717,98.58726,97.5743,100,98.07867,100,100.8443,97.28066,100,100,96.26846,100.2314,100.3514,100,100,100,97.38,100,100,100,100,100,100,98.44097,100,99.21851,100,100,100,100,100,100,97.92973,100,99.21022,98.65561,98.74053,98.74543,100,100
1982-05,0,97.57137,99.04366,98.59682,97.54157,100,98.01142,100,100.7909,97.44443,100,100,96.21192,100.1455,100.1663,100,100,100,97.45857,100,100,100,100,100,100,98.35863,100,99.74068,100,100,100,100,100,100,97.96322,100,99.31242,98.69585,98.77429,98.78395,100,100
1982-06,0,97.56667,98.75926,98.49338,97.56635,100,97.94213,100,100.6783,97.40913,100,100,96.12597,99.81812,99.99458,100,100,100,97.37898,100,100,100,100,100,100,98.0956,100,100.1134,100,100,100,100,100,99.79906,97.90839,100,99.25974,98.64949,98.71901,98.63402,100,100
1982-07,0,97.5836,98.3454,98.36919,97.60271,100,97.85441,100,100.4933,97.0722,100,100,96.0024,99.46468,99.86417,100,100,100,97.22684,100,100,100,100,100,100,97.76776,100,100.2453,100,100,100,100,100,99.71469,97.80914,100,99.05732,98.55959,98.61862,98.30689,100,100
1982-08,0,97.70717,98.13884,98.27977,97.63797,100,97.772,100,100.3457,96.70103,100,100,95.86272,99.16586,99.8053,100,100,100,97.04824,100,100,100,100,100,100,97.52538,100,100.2855,100,100,100,100,100,99.623,97.7675,100,98.85053,98.52917,98.57755,97.98859,100,100
1982-09,0,97.96253,97.97974,98.25069,97.65633,100,97.65235,100,100.2021,96.42587,100,100,95.71507,98.88052,99.79698,100,100,100,96.88419,100,100,100,100,100,100,97.4836,100,100.3253,100,100,100,100,100,99.50954,97.8045,100,98.68253,98.58346,98.61767,97.71923,100,100
1982-10,0,98.19149,97.81683,98.24967,97.60359,100,97.46895,100,100.0329,96.44196,100,100,95.52711,98.57458,99.82596,100,100,100,96.71351,100,100,100,100,100,100,97.56739,100,100.5245,100,100,100,100,100,99.36021,97.88126,100,98.6149,98.68324,98.6993,97.56197,100,100
1982-11,0,98.24828,97.76677,98.21568,97.50825,100,97.33101,100,99.95635,96.60949,100,100,95.37376,98.33608,99.89497,100,100,100,96.61691,100,100,100,100,100,100,97.69413,100,100.7398,100,100,100,100,100,99.1906,97.93545,100,98.62744,98.75329,98.75813,97.52938,100,100
1982-12,0,98.24499,98.07787,98.29461,97.39481,100,97.2784,100,99.95576,96.94392,100,100,95.29164,98.17084,99.99376,100,100,100,96.59425,100,100,100,100,100,100,97.83057,100,100.8226,100,100,100,100,100,99.02692,98.00662,100,98.70353,98.82997,98.83429,97.62646,100,100
1983-01,0,98.34429,98.5821,98.63863,97.3791,100,97.41957,100,99.95609,97.61732,100,100,95.26579,98.0708,100.1221,100,100,100,96.6612,100,100,100,100,100,100,98.00682,100,100.9004,100,100,100,100,100,98.9073,98.17879,100,98.9091,99.00612,99.01338,97.91272,100,100
1983-02,0,98.7397,99.08167,99.32719,97.50275,100,97.78996,100,99.82457,98.45514,100,100,95.14498,98.17928,100.2828,100,100,100,96.75399,100,100,100,100,100,100,98.29704,100,100.9625,100,100,100,100,100,98.87707,98.49796,100,99.19624,99.33631,99.34178,98.29385,100,100
1983-03,0,99.38267,99.44268,100.1404,97.74885,100,98.59929,100,99.5209,99.27586,100,100,94.83441,98.38062,100.4456,100,100,100,96.89816,100,100,100,100,100,100,98.76015,100,101.1136,100,100,100,100,100,99.02419,98.91409,100,99.50202,99.76536,99.76649,98.64262,100,100
1983-04,0,100.0731,99.59391,100.4572,97.91836,100,99.86111,100,99.07825,99.72851,100,100,94.41638,98.53195,100.5701,100,100,100,97.11572,100,100,100,100,100,100,99.26676,100,101.1808,100,100,100,100,100,99.42535,99.27608,100,99.6518,100.1342,100.1309,98.76266,100,100
1983-05,0,100.5336,99.56438,100.085,97.94193,100,100.7778,100,98.7563,99.82279,100,100,94.12754,98.60217,100.6269,100,100,100,97.28098,100,100,100,100,100,100,99.63531,100,101.2241,100,100,100,100,100,99.91467,99.48003,100,99.66619,100.3434,100.3313,98.72639,100,100
1983-06,0,100.6795,99.53146,99.41234,97.84988,100,101.1979,100,98.58041,99.81405,100,100,94.10999,98.69061,100.6573,100,100,100,97.37425,100,100,100,100,100,100,99.72478,100,101.3043,100,100,100,100,100,100.2717,99.54392,100,99.65499,100.4119,100.3903,98.68739,100,100
1983-07,0,100.6441,99.65107,98.84238,97.7487,100,101.2822,100,98.51296,99.77133,100,100,94.36673,98.78684,100.7162,100,100,100,97.43437,100,100,100,100,100,100,99.66543,100,101.4395,100,100,100,100,100,100.3215,99.54311,100,99.65617,100.4136,100.3885,98.67276,100,100
1983-08,0,100.5055,99.89133,98.40921,97.63397,100,101.2778,100,98.47866,99.75495,100,100,94.61253,98.85224,100.8419,100,100,100,97.46543,100,100,100,100,100,100,99.62465,100,101.5248,100,100,100,100,100,100.1667,99.51167,100,99.65763,100.3818,100.3591,98.66943,100,100
1983-09,0,100.3915,100.2119,98.11324,97.49172,100,101.2394,100,98.43201,99.69039,100,100,94.85069,98.89394,100.997,100,100,100,97.49445,100,100,100,100,100,100,99.72157,100,101.528,100,100,100,100,100,99.92731,99.48428,100,99.63232,100.3512,100.3354,98.6313,100,100
1983-10,0,100.3981,100.6226,98.00225,97.41303,100,101.2283,100,98.39162,99.72237,100,100,95.12732,98.89938,101.1266,100,100,100,97.54031,100,100,100,100,100,100,99.92316,100,101.5706,100,100,100,100,100,99.68495,99.51746,100,99.64742,100.3814,100.374,98.63658,100,100
1983-11,0,100.5883,101.162,98.11541,97.45736,100,101.3508,100,98.33621,99.94166,100,100,95.29309,98.96481,101.1875,100,100,100,97.58479,100,100,100,100,100,100,100.1774,100,101.758,100,100,100,100,100,99.51202,99.65259,100,99.76126,100.5164,100.516,98.74462,100,100
1983-12,0,100.9158,101.686,98.35949,97.59171,100,101.5744,100,98.24507,100.1843,100,100,95.39351,99.1197,101.202,100,100,100,97.64441,100,100,100,100,100,100,100.4419,100,101.9723,100,100,100,100,100,99.50349,99.84609,100,99.90601,100.7103,100.715,98.88135,100,100
1984-01,0,101.243,102.0258,98.63042,97.64633,100,101.8005,100,98.15344,100.319,100,100,95.50316,99.26125,101.1974,100,100,100,97.72608,100,100,100,100,100,100,100.6594,100,102.0153,100,100,100,100,100,99.73943,100.0108,100,99.98787,100.8719,100.8798,98.96207,100,100
1984-02,0,101.3724,102.0621,98.92126,97.59885,100,101.8344,100,98.09307,100.1729,100,100,95.62521,99.3398,101.1911,100,100,100,97.76737,100,100,100,100,100,100,100.7499,100,101.8914,100,100,100,100,100,100.0831,100.0462,100,99.94481,100.8982,100.91,98.89793,100,100
1984-03,0,101.4015,101.9832,99.28599,97.51957,100,101.5479,100,98.03325,99.90384,100,100,95.74858,99.38744,101.1957,100,100,100,97.7905,100,100,100,100,100,100,100.6492,100,101.5989,100,100,100,100,100,100.3659,100.0096,100,99.82172,100.8527,100.8673,98.76566,100,100
1984-04,0,101.2816,101.8502,99.66599,97.47958,100,101.0394,100,97.94118,99.63985,100,100,95.89249,99.43939,101.225,100,100,100,97.86105,100,100,100,100,100,100,100.4739,100,101.2534,100,100,100,100,100,100.4645,99.90991,100,99.68371,100.7418,100.7632,98.63364,100,100
1984-05,0,101.2048,101.6753,99.99467,97.49044,100,100.7265,100,97.84186,99.41035,100,100,95.98317,99.65654,101.2895,100,100,100,97.94699,100,100,100,100,100,100,100.373,100,100.7188,100,100,100,100,100,100.439,99.83516,100,99.56244,100.6593,100.6869,98.56284,100,100
1984-06,0,101.1572,101.5557,100.1696,97.54424,100,100.6889,100,97.75944,99.24145,100,100,96.04336,99.9332,101.3671,100,100,100,98.08381,100,100,100,100,100,100,100.4527,100,100.2838,100,100,100,100,100,100.3502,99.79674,100,99.50008,100.6129,100.6491,98.54925,100,100
